Permit Number,Permit Type,Tract,Status,Initiating Office,License Number,Latitude,Longitude,Census Tract,Council District
18042-90000-10951,Plumbing,TR 8453,Permit Finaled,INTERNET,934168,34.05279,-118.19318,2032,14
17042-10000-24110,Plumbing,CORCORAN TRACT,Permit Finaled,METRO,966788,34.03852,-118.20059,2041.1,14
18016-90000-36568,Bldg-Alter/Repair,TR 2941,Permit Finaled,INTERNET,998938,34.05049,-118.19325,2032,14
18041-90000-22106,Electrical,TR 4812,Permit Finaled,INTERNET,1026366,34.04145,-118.1953,2038,14
18042-10000-30686,Plumbing,CARNATION TERRACE TRACT,Permit Finaled,METRO,855010,34.04843,-118.19602,2038,14
16041-10000-43691,Electrical,HYLAND HEIGHTS TRACT,Issued,METRO,0,34.04402,-118.19721,2038,14
18016-10000-32172,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,METRO,177029,34.03336,-118.19591,2039,14
18042-70000-08507,Plumbing,EUCLID PLACE TRACT,Permit Finaled,SOUTH LA,1021841,34.03674,-118.20363,2043,14
17042-90000-11389,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,771663,34.03449,-118.19368,2039,14
17016-70000-18651,Bldg-Alter/Repair,PLATEAU TRACT,Issued,SOUTH LA,921687,34.03251,-118.19319,2039,14
18041-10000-31865,Electrical,EAST END TERRACE,Permit Finaled,METRO,893236,34.0344,-118.19349,2039,14
16042-90000-08297,Plumbing,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,0,34.0441,-118.19678,2038,14
18016-90000-40612,Bldg-Alter/Repair,TR 2941,Permit Finaled,INTERNET,1036102,34.0502,-118.19565,2032,14
17014-20000-05832,Bldg-Addition,MOUNTAIN VIEW TRACT,CofO Issued,VAN NUYS,1021337,34.0343,-118.20037,2041.2,14
97014-10001-02934,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANYS CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,0,34.03338,-118.19718,2039,14
17016-10000-16561,Bldg-Alter/Repair,TR 2416,Permit Finaled,METRO,847679,34.03476,-118.199,2041.2,14
16016-10000-12604,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.03266,-118.20021,2041.2,14
17042-90000-17355,Plumbing,TR 2941,Issued,INTERNET,995016,34.04962,-118.19562,2032,14
17041-10000-07812,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,1006765,34.03189,-118.19858,2041.2,14
16010-30000-02151,Bldg-New,KENYON AND SMITH TRACT,CofO Issued,WEST LA,832488,34.03358,-118.19762,2041.2,14
16041-90000-11536,Electrical,TR 2941,Permit Finaled,INTERNET,888104,34.04992,-118.19471,2032,14
16014-10000-03971,Bldg-Addition,HYLAND HEIGHTS TRACT,CofO Issued,METRO,0,34.04313,-118.19683,2038,14
16041-90000-11537,Electrical,TR 2941,Permit Finaled,INTERNET,888104,34.04992,-118.19471,2032,14
18016-90000-16479,Bldg-Alter/Repair,EUCLID PLACE TRACT,Re-Activate Permit,INTERNET,876769,34.0366,-118.20373,2043,14
16042-20000-23735,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,VAN NUYS,505706,34.0316,-118.19567,2039,14
16016-10000-07938,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,,,2041.2,14
19044-90000-03128,HVAC,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,INTERNET,784495,34.03362,-118.19702,2039,14
19042-90000-13865,Plumbing,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF LOT 2 IN BLOCK NO. 72 HANCOCK'S SURVEY,Issued,INTERNET,989217,34.03384,-118.20355,2041.2,14
18042-90000-27465,Plumbing,RAYMUND HEIGHTS TRACT,Issued,INTERNET,1023948,34.04795,-118.19265,2038,14
16042-90000-13690,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,650345,34.04372,-118.19935,2038,14
17044-10000-10283,HVAC,CARNATION TERRACE TRACT,Refund Completed,METRO,622969,34.0482,-118.19483,2038,14
18041-90000-12313,Electrical,TR 4812,Permit Finaled,INTERNET,1004667,34.04213,-118.19264,2038,14
16016-10000-08291,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,1003215,34.05106,-118.19289,2032,14
17041-90000-11447,Electrical,TR 6333,Permit Closed,INTERNET,718070,34.06177,-118.18598,2014.02,14
17041-70000-25670,Electrical,TR 4812,Permit Finaled,SOUTH LA,565604,34.04392,-118.19277,2038,14
17016-10000-02779,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,855010,34.03166,-118.1942,2039,14
17041-90000-25893,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,888104,34.03361,-118.20077,2041.2,14
17016-10000-27259,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,CofO Issued,METRO,0,,,2038,14
18042-90000-07241,Plumbing,TR 4812,Permit Finaled,INTERNET,505706,34.04149,-118.19433,2038,14
19016-10000-20488,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,1023298,34.03524,-118.19936,2041.1,14
17044-10000-04209,HVAC,TR 2271,Issued,METRO,784495,34.03461,-118.20499,2043,14
17041-10000-35415,Electrical,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF,Issued,METRO,423484,34.03396,-118.20511,2041.2,14
16041-90000-12718,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Refund in Progress,INTERNET,888104,34.03126,-118.1979,2039,14
17042-20000-06345,Plumbing,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,1002544,34.03778,-118.19842,2041.1,14
16016-90000-15575,Bldg-Alter/Repair,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,650345,34.04372,-118.19935,2038,14
17042-90000-17351,Plumbing,TR 4812,Issued,INTERNET,995016,34.04228,-118.19593,2038,14
16044-90000-12496,HVAC,LA PALOMA HEIGHTS ADDITION,Permit Finaled,INTERNET,630379,34.03603,-118.19713,2041.1,14
16044-70000-05570,HVAC,TR 2941,Permit Finaled,SOUTH LA,807265,34.05109,-118.19287,2032,14
19016-10000-17043,Bldg-Alter/Repair,TR 5258,Issued,METRO,0,34.05193,-118.19387,2032,14
16041-20000-13222,Electrical,PLATEAU TRACT,Permit Finaled,VAN NUYS,993986,,,2039,14
19041-10000-12284,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,389442,34.03471,-118.20322,2041.2,14
18041-10000-05469,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,1021841,34.03513,-118.20435,2041.2,14
16016-90000-21849,Bldg-Alter/Repair,TR 2941,Permit Finaled,INTERNET,1003215,34.05106,-118.19289,2032,14
17044-90000-15124,HVAC,KENYON AND SMITH TRACT,Issued,INTERNET,1002162,34.03322,-118.19898,2041.2,14
18020-10000-02792,Nonbldg-New,LA PALOMA HEIGHTS TRACT,Issued,METRO,0,34.03778,-118.19842,2041.1,14
18041-70000-12530,Electrical,EUCLID PLACE TRACT,Permit Finaled,SOUTH LA,1021841,34.03674,-118.20363,2043,14
18042-70000-08508,Plumbing,EUCLID PLACE TRACT,Permit Finaled,SOUTH LA,1021841,34.0367,-118.20366,2043,14
16016-30000-24533,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,CofO Issued,WEST LA,800526,34.03159,-118.19419,2039,14
18044-10000-01799,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,1021841,34.03513,-118.20435,2041.2,14
18044-10000-07271,HVAC,CARNATION TERRACE TRACT,Permit Finaled,METRO,622969,34.04929,-118.19578,2038,14
18041-30000-27111,Electrical,EAST END TERRACE,Permit Finaled,WEST LA,868673,34.03561,-118.19253,2039,14
19044-90000-08854,HVAC,TR 2941,Issued,INTERNET,0,34.04987,-118.19619,2032,14
17016-10000-02865,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,855010,34.03145,-118.19444,2039,14
17044-70000-01642,HVAC,TR 2941,Permit Finaled,SOUTH LA,630379,34.05005,-118.19274,2032,14
17041-20000-40413,Electrical,TR 2941,Permit Finaled,VAN NUYS,914360,34.05049,-118.19325,2032,14
17041-10000-33667,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,893236,34.03546,-118.19758,2041.1,14
16044-10000-11951,HVAC,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,622969,34.03203,-118.19806,2039,14
16016-70000-20825,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,SOUTH LA,817787,34.03238,-118.19825,2041.2,14
18044-90000-09637,HVAC,TR 4812,Issued,INTERNET,1002162,34.04279,-118.19482,2038,14
17041-20000-30963,Electrical,"SUBDIVISION OF LOT 5 OF THE N 1/2 OF LOT 7, BLOCK 73 HANCOCK'S SURVEY",Permit Finaled,VAN NUYS,968725,34.03751,-118.19991,2041.1,14
16041-70000-08482,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,SOUTH LA,903766,,,2041.1,14
17044-20000-11580,HVAC,EAST END TERRACE,Issued,VAN NUYS,1030177,34.03626,-118.19375,2039,14
18041-10000-05565,Electrical,EUCLID PLACE TRACT,Permit Finaled,METRO,1021841,34.03658,-118.20374,2043,14
17041-10000-29899,Electrical,TR 4812,Permit Finaled,METRO,971167,34.0424,-118.19506,2038,14
18041-10000-22982,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,814700,,,2041.2,14
16044-40000-03983,HVAC,TR 2941,Permit Finaled,SANPEDRO,428900,34.05138,-118.19409,2032,14
16044-10000-06393,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.03451,-118.20279,2041.2,14
15010-10000-03836,Bldg-New,EAST END TERRACE,CofO Issued,METRO,810211,34.03567,-118.19471,2039,14
17041-20000-41666,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,551458,34.03786,-118.19859,2041.1,14
17041-10000-03033,Electrical,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,930500,34.03886,-118.19292,2039,14
17041-10000-34847,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,423484,34.03513,-118.20435,2041.2,14
18044-10000-02916,HVAC,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,METRO,622969,34.03485,-118.19597,2039,14
17041-20000-09371,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,1002544,34.03778,-118.19842,2041.1,14
19041-90000-18387,Electrical,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,859637,34.04411,-118.19826,2038,14
16041-90000-05975,Electrical,HYLAND HEIGHTS TRACT,Refund Completed,INTERNET,888104,34.04377,-118.19662,2038,14
16042-90000-23037,Plumbing,RAYMUND HEIGHTS TRACT,Issued,INTERNET,588619,34.04509,-118.19287,2038,14
17041-10000-31608,Electrical,EAST END TERRACE,Issued,METRO,436918,34.03569,-118.19393,2039,14
16041-20000-07658,Electrical,TR 7315,Permit Finaled,VAN NUYS,1003275,34.03215,-118.20147,2041.2,14
18041-20000-38699,Electrical,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,VAN NUYS,750184,34.03452,-118.19579,2039,14
16042-90000-28070,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Issued,INTERNET,979839,34.04508,-118.19775,2038,14
21016-10000-51338,Bldg-Alter/Repair,TR 5258,Issued,METRO,0,34.05153,-118.1928,2032,14
18041-10000-09651,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,802990,34.03679,-118.19885,2041.1,14
18020-10000-02146,Nonbldg-New,RAYMUND HEIGHTS TRACT,Issued,METRO,0,34.04646,-118.19376,2038,14
18042-10001-18966,Plumbing,TR 2941,Permit Finaled,METRO,989217,34.04916,-118.19455,2032,14
19041-90000-27480,Electrical,TR 2941,Issued,INTERNET,0,34.04958,-118.193,2032,14
18042-70001-28655,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,SOUTH LA,929543,34.04408,-118.19804,2038,14
16044-70000-06559,HVAC,TR 8453,Permit Finaled,SOUTH LA,630379,34.05287,-118.19414,2032,14
18016-20000-11201,Bldg-Alter/Repair,TR 5258,Issued,VAN NUYS,1021275,34.05211,-118.19432,2032,14
17042-10000-17609,Plumbing,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,960280,34.03837,-118.19276,2039,14
17041-10000-34076,Electrical,EUCLID PLACE TRACT,Permit Finaled,METRO,423484,34.03658,-118.20374,2043,14
18041-90000-44440,Electrical,CARNATION TERRACE TRACT,Issued,INTERNET,992260,34.04747,-118.19639,2038,14
18041-90000-41689,Electrical,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,INTERNET,993884,34.03332,-118.19431,2039,14
17016-90000-18480,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,1023982,34.03858,-118.19858,2041.1,14
19042-10000-00368,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,METRO,622969,34.03296,-118.19792,2041.2,14
16042-10000-06851,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.0349,-118.20365,2041.2,14
18042-10001-06642,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,802990,34.03679,-118.19885,2041.1,14
17044-10000-01074,HVAC,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,930500,34.03886,-118.19292,2039,14
17016-90000-18481,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,1023982,34.03858,-118.19858,2041.1,14
18042-90000-22630,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Issued,INTERNET,989217,34.03467,-118.20185,2041.2,14
20044-10000-10866,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,982343,34.03596,-118.20169,2041.2,14
17041-90000-16596,Electrical,TR 8453,Permit Finaled,INTERNET,974115,34.05267,-118.19276,2032,14
17042-10000-23358,Plumbing,EUCLID PLACE TRACT,Issued,METRO,423484,34.03658,-118.20374,2043,14
17042-20000-10276,Plumbing,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,711937,34.04536,-118.1957,2038,14
18042-90000-22637,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,989217,34.03539,-118.2026,2041.2,14
17041-90000-08217,Electrical,TR 2941,Issued,INTERNET,992379,34.05168,-118.19479,2032,14
18042-10000-06589,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,936351,34.03458,-118.20238,2041.2,14
18042-10000-02357,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,699330,34.02928,-118.19344,2039,14
18041-90000-24169,Electrical,TR 5258,Issued,INTERNET,357789,34.05211,-118.19432,2032,14
18042-90000-22653,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,989217,34.03587,-118.19436,2039,14
17016-10000-02322,Bldg-Alter/Repair,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,930500,34.03886,-118.19292,2039,14
19041-90000-10117,Electrical,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,929586,34.047,-118.19616,2038,14
16042-10000-18768,Plumbing,TR 2941,Permit Finaled,METRO,622969,34.05069,-118.19451,2032,14
16042-70000-20360,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,SOUTH LA,817787,34.03238,-118.19825,2041.2,14
18041-10000-03587,Electrical,EAST END TERRACE,Permit Finaled,METRO,1024565,34.0362,-118.19511,2039,14
17041-90000-36895,Electrical,PLATEAU TRACT,Permit Finaled,INTERNET,720285,34.03354,-118.19301,2039,14
16041-40000-12984,Electrical,TR 2941,Permit Finaled,SANPEDRO,428900,34.05138,-118.19409,2032,14
17042-90000-17766,Plumbing,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Refund Completed,INTERNET,995016,34.03335,-118.19501,2039,14
19041-90000-04524,Electrical,THOMPSON AND SCHOCK TRACT,Permit Finaled,INTERNET,750184,34.03532,-118.20453,2043,14
17042-20001-25042,Plumbing,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,900919,34.03786,-118.19859,2041.1,14
18042-90000-22634,Plumbing,MOUNTAIN VIEW TRACT,Issued,INTERNET,989217,34.03471,-118.2005,2041.2,14
18042-10000-08000,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.0353,-118.20183,2041.2,14
16041-40000-39150,Electrical,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,SANPEDRO,974908,34.03397,-118.19652,2039,14
18014-10001-00054,Bldg-Alter/Repair,TR 2941,Issued,METRO,0,34.04994,-118.19393,2032,14
18044-10001-12315,HVAC,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,622969,34.03665,-118.19731,2041.1,14
17016-10000-05197,Bldg-Alter/Repair,PLATEAU TRACT,CofO Issued,METRO,0,34.03295,-118.19364,2039,14
18042-90000-02066,Plumbing,TR 2941,Permit Finaled,INTERNET,989217,34.04993,-118.19634,2032,14
19020-10000-00417,Nonbldg-New,KENYON AND SMITH TRACT,Issued,METRO,0,34.03392,-118.19728,2041.2,14
16014-10000-05673,Bldg-Addition,HYLAND HEIGHTS TRACT,CofO Issued,METRO,0,34.04361,-118.19625,2038,14
16044-10000-14204,HVAC,TR 2941,Permit Finaled,METRO,622969,34.05092,-118.19561,2032,14
19042-90000-03170,Plumbing,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,1023948,34.04795,-118.19265,2038,14
18042-10000-22111,Plumbing,TR 2941,Permit Finaled,METRO,622969,34.05022,-118.19341,2032,14
17042-90000-05935,Plumbing,CORCORAN TRACT,Permit Finaled,INTERNET,505706,34.03852,-118.20059,2041.1,14
16044-40000-12747,HVAC,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,SANPEDRO,974908,34.03397,-118.19652,2039,14
17016-20000-08265,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,1020110,34.04556,-118.19615,2038,14
18042-90000-05910,Plumbing,BOSTON HEIGHTS,Issued,INTERNET,989217,34.06054,-118.19279,2031,14
19042-90000-14144,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,989217,34.03511,-118.20141,2041.2,14
17016-70001-18651,Bldg-Alter/Repair,PLATEAU TRACT,Issued,SOUTH LA,921687,34.03251,-118.19319,2039,14
18016-30000-07997,Bldg-Alter/Repair,TR 2941,Re-Activate Permit,WEST LA,877780,34.04994,-118.19393,2032,14
16042-10000-22093,Plumbing,DACOTAH TRACT,Permit Finaled,METRO,622969,34.03678,-118.20188,2041.1,14
17041-10000-28233,Electrical,TR 4812,Permit Finaled,METRO,992260,34.04209,-118.19632,2038,14
16042-20000-28062,Plumbing,CORCORAN TRACT,Permit Finaled,VAN NUYS,505706,34.03819,-118.20129,2041.1,14
17042-70000-15289,Plumbing,MANSFIELD TRACT,Issued,SOUTH LA,588619,34.04342,-118.19854,2038,14
16044-10000-08563,HVAC,PLATEAU TRACT,Permit Expired,METRO,0,,,2039,14
16044-10000-06396,HVAC,RAYMUND HEIGHTS TRACT,Issued,METRO,622969,34.04518,-118.19394,2038,14
17041-70001-41021,Electrical,RAYMUND HEIGHTS TRACT,Issued,SOUTH LA,630412,34.04658,-118.19339,2038,14
17041-10000-39556,Electrical,EAST END TERRACE,Issued,METRO,1030177,34.03626,-118.19375,2039,14
21041-90000-29256,Electrical,TR 399,Issued,INTERNET,855010,34.03498,-118.19951,2041.2,14
16044-20000-08275,HVAC,TR 4812,Permit Expired,VAN NUYS,1002544,34.04427,-118.19322,2038,14
21041-90000-19263,Electrical,TR 5258,Permit Finaled,INTERNET,1024460,34.05125,-118.19281,2032,14
17041-20000-25559,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,1020110,34.04556,-118.19615,2038,14
19042-30000-16872,Plumbing,HYLAND HEIGHTS TRACT,Permit Finaled,WEST LA,399170,34.04244,-118.19755,2038,14
17016-70000-16339,Bldg-Alter/Repair,TR 8453,Permit Finaled,SOUTH LA,977712,34.05368,-118.19355,2032,14
18042-20000-29929,Plumbing,PLATEAU TRACT,Permit Finaled,VAN NUYS,900919,34.03394,-118.19301,2039,14
12010-70002-01740,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Permit Finaled,SOUTH LA,0,34.0446,-118.1934,2038,14
17016-10000-20540,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Permit Finaled,METRO,0,34.04658,-118.19339,2038,14
17041-10000-00836,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,855010,34.03145,-118.19444,2039,14
18041-70000-15794,Electrical,RAYMUND HEIGHTS TRACT,Permit Closed,SOUTH LA,630412,34.04657,-118.19336,2038,14
18016-10000-15269,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,1022853,34.0335,-118.1971,2039,14
18041-10000-42045,Electrical,KENYON AND SMITH TRACT,Issued,METRO,982159,34.03117,-118.19904,2041.2,14
17016-10000-06052,Bldg-Alter/Repair,TR 8453,Issued,METRO,1013846,34.05402,-118.19279,2032,14
16016-90000-24459,Bldg-Alter/Repair,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF LOT 2 IN BLOCK NO. 72 HANCOCK'S SURVEY,Issued,INTERNET,0,34.03354,-118.20226,2041.2,14
18042-70002-03808,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,SOUTH LA,1021841,34.03513,-118.20435,2041.2,14
18042-70001-03808,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,SOUTH LA,1021841,34.03513,-118.20435,2041.2,14
16041-40000-44865,Electrical,PORTION OF FREMONT HEIGHTS TRACT,Permit Finaled,SANPEDRO,982159,34.03687,-118.20303,2041.1,14
18016-20000-25661,Bldg-Alter/Repair,DACOTAH TRACT,Permit Finaled,VAN NUYS,981326,34.03714,-118.20165,2041.1,14
16020-10000-04099,Nonbldg-New,,Issued,METRO,0,,,2014.02,14
17041-20000-26302,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,1020110,34.04556,-118.19615,2038,14
16044-70001-11130,HVAC,KENYON AND SMITH TRACT,Issued,SOUTH LA,817787,34.03238,-118.19825,2041.2,14
19041-70000-00045,Electrical,DACOTAH TRACT,Permit Finaled,SOUTH LA,633240,34.03659,-118.2024,2041.1,14
18042-90000-26644,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,995016,34.0452,-118.19731,2038,14
16043-20000-05654,Fire Sprinkler,KENYON AND SMITH TRACT,Permit Finaled,VAN NUYS,938793,34.03192,-118.20068,2041.2,14
17016-10000-19337,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,617489,34.03583,-118.19898,2041.1,14
18044-10000-08084,HVAC,MOUNTAIN VIEW TRACT,Permit Finaled,METRO,622969,34.03326,-118.20224,2041.2,14
16041-90000-20575,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,1004667,34.04375,-118.19595,2038,14
18044-10000-12312,HVAC,PORTION OF FREMONT HEIGHTS TRACT,Permit Finaled,METRO,622969,34.03679,-118.20285,2041.1,14
17041-10000-34426,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,776010,34.03587,-118.20048,2041.1,14
17041-90000-28156,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,633319,34.03224,-118.19711,2039,14
17041-20000-34932,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,VAN NUYS,888104,34.03691,-118.20021,2041.1,14
18042-90000-28002,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,1021591,34.03561,-118.19253,2039,14
17041-30000-40222,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,WEST LA,631836,34.03326,-118.20012,2041.2,14
18041-90000-00364,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,INTERNET,1004379,34.03588,-118.19692,2041.1,14
18042-90000-25905,Plumbing,TR 5031,Permit Finaled,INTERNET,1037967,34.03395,-118.2054,2043,14
18016-20000-13524,Bldg-Alter/Repair,TR 5258,Issued,VAN NUYS,1021275,34.05211,-118.19432,2032,14
17044-20000-11582,HVAC,EAST END TERRACE,Issued,VAN NUYS,0,34.03499,-118.19324,2039,14
18044-10000-08820,HVAC,TR 2941,Issued,METRO,0,34.04994,-118.19393,2032,14
17019-20000-00366,Bldg-Demolition,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,1002544,34.03778,-118.19842,2041.1,14
17041-90000-42838,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,888104,34.04436,-118.19739,2038,14
16042-90000-15656,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,995016,34.04434,-118.19863,2038,14
18041-10000-27320,Electrical,P M 1018,Permit Finaled,METRO,977249,34.06263,-118.19051,2014.02,14
16042-90000-05284,Plumbing,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,942114,34.04478,-118.19607,2038,14
