Permit Number,Permit Type,Tract,Status,Initiating Office,License Number,Latitude,Longitude,Census Tract,Council District
19016-10000-39442,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,935439,34.03285,-118.19474,2039,14
19016-10000-30744,Bldg-Alter/Repair,TR 8453,Permit Finaled,METRO,663409,34.05267,-118.19276,2032,14
18016-10000-39533,Bldg-Alter/Repair,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,877113,34.03733,-118.19578,2041.1,14
19016-20000-37015,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,898182,34.04776,-118.19677,2038,14
20016-20000-01295,Bldg-Alter/Repair,MOUNTAIN VIEW TRACT,Issued,VAN NUYS,0,34.03287,-118.20068,2041.2,14
19041-20000-47140,Electrical,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,898182,34.04776,-118.19677,2038,14
20016-90000-00906,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Issued,INTERNET,602331,34.03257,-118.19902,2041.2,14
19044-90000-15646,HVAC,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,1029529,34.04776,-118.19677,2038,14
20042-30000-09726,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,WEST LA,1019179,,,2041.2,14
20016-90000-13719,Bldg-Alter/Repair,TR 5258,Permit Finaled,INTERNET,876769,34.05264,-118.19429,2032,14
16042-20001-03423,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,VAN NUYS,1006587,34.03151,-118.19877,2041.2,14
21042-10000-12724,Plumbing,SUBDIVISION OF THE CHEESBROUGH TRACT,Issued,METRO,977636,34.03756,-118.19457,2039,14
20016-90000-12386,Bldg-Alter/Repair,TR 8453,Permit Finaled,INTERNET,0,34.05293,-118.19387,2032,14
20020-10000-01147,Nonbldg-New,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,410347,,,2017,14
20016-10000-02064,Bldg-Alter/Repair,MOUNTAIN VIEW TRACT,Issued,METRO,1055034,34.03287,-118.20068,2041.2,14
19041-20001-47140,Electrical,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,898182,34.04776,-118.19677,2038,14
19042-20000-28285,Plumbing,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,898182,34.04776,-118.19677,2038,14
20042-40000-01390,Plumbing,RAYMUND HEIGHTS TRACT,Issued,SANPEDRO,711937,34.04514,-118.19299,2038,14
17014-10001-03605,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,0,34.04303,-118.19661,2038,14
17014-10002-03605,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,0,34.04303,-118.19661,2038,14
19016-20000-36022,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,898182,34.04776,-118.19677,2038,14
19044-20000-14242,HVAC,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,898182,34.04776,-118.19677,2038,14
20014-20000-01557,Bldg-Addition,TR 8453,Issued,VAN NUYS,0,34.05359,-118.19306,2032,14
19010-10000-02757,Bldg-New,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,998987,,,2017,14
19041-10000-05620,Electrical,TR 8453,Permit Finaled,METRO,519008,34.05344,-118.1937,2032,14
20030-10000-05831,Grading,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,983221,34.02995,-118.19277,2039,14
20042-10000-11124,Plumbing,TR 2941,Permit Finaled,METRO,1052609,34.0503,-118.19559,2032,14
19016-10000-40914,Bldg-Alter/Repair,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,METRO,1061610,34.03459,-118.19594,2039,14
14014-10003-00116,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,1019179,,,2041.2,14
19044-10000-07702,HVAC,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,998987,,,2017,14
14014-10002-00116,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,,,2041.2,14
19043-10000-06099,Fire Sprinkler,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,906038,,,2039,14
19016-10001-19418,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,0,34.03127,-118.19734,2039,14
19043-10000-06108,Fire Sprinkler,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,906038,,,2039,14
20041-10000-20001,Electrical,TR 2941,Issued,METRO,1052609,34.0503,-118.19559,2032,14
20044-90000-01982,HVAC,KENYON AND SMITH TRACT,Permit Finaled,INTERNET,0,34.03146,-118.19884,2041.2,14
20041-10000-29522,Electrical,TR 2941,Permit Finaled,METRO,1029644,34.05062,-118.1958,2032,14
19041-10001-24710,Electrical,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,998987,,,2017,14
19043-10000-06102,Fire Sprinkler,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,906038,34.0389,-118.19373,2039,14
19014-40000-03388,Bldg-Addition,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,CofO in Progress,SANPEDRO,0,34.03122,-118.19725,2039,14
20042-90000-11838,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,1005806,34.03571,-118.20117,2041.2,14
19041-10000-24710,Electrical,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,998987,,,2017,14
19016-10000-19418,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,CofO in Progress,METRO,0,34.03127,-118.19734,2039,14
14014-10001-00116,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,423484,34.03151,-118.19877,2041.2,14
20016-30000-14900,Bldg-Alter/Repair,TR 2941,Issued,WEST LA,602331,,,2032,14
20041-90000-37462,Electrical,TR 8453,Issued,INTERNET,0,34.05359,-118.19306,2032,14
19016-90000-36518,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,1036102,34.0321,-118.19519,2039,14
20016-40000-03582,Bldg-Alter/Repair,MOUNTAIN VIEW TRACT,Issued,SANPEDRO,1023154,34.03287,-118.20068,2041.2,14
20041-10000-04091,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,1042763,34.0294,-118.19371,2039,14
20016-90000-03313,Bldg-Alter/Repair,MOUNTAIN VIEW TRACT,Issued,INTERNET,1055034,34.03287,-118.20068,2041.2,14
18016-20000-29245,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,912433,34.03658,-118.19782,2041.1,14
20041-10000-19998,Electrical,TR 2941,Issued,METRO,1052609,34.05023,-118.19563,2032,14
20016-20000-13391,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Issued,VAN NUYS,982343,34.03596,-118.20169,2041.2,14
20041-90000-16463,Electrical,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,0,34.04699,-118.19728,2038,14
19043-10000-04112,Fire Sprinkler,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,166282,,,2017,14
20016-90000-03989,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Issued,INTERNET,1036102,34.04642,-118.19611,2038,14
20016-10000-04540,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Issued,METRO,0,34.0328,-118.20013,2041.2,14
20042-90000-13843,Plumbing,TR 2941,Permit Finaled,INTERNET,965676,34.0502,-118.19565,2032,14
19043-10000-04110,Fire Sprinkler,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,166282,,,2017,14
20042-90000-03763,Plumbing,RAYMUND HEIGHTS TRACT,Issued,INTERNET,587709,34.04585,-118.194,2038,14
20044-90000-01973,HVAC,RAYMUND HEIGHTS TRACT,Issued,INTERNET,587709,34.04585,-118.194,2038,14
19026-10000-00048,Nonbldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,METRO,986422,34.03166,-118.19255,2039,14
20042-90000-12787,Plumbing,TR 2941,Permit Finaled,INTERNET,965676,34.0502,-118.19565,2032,14
19016-10000-03240,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,METRO,986422,34.03166,-118.19255,2039,14
20042-90000-03480,Plumbing,TR 2941,Issued,INTERNET,987860,34.0507,-118.19569,2032,14
19016-70000-01650,Bldg-Alter/Repair,PLATEAU TRACT,Permit Finaled,SOUTH LA,984125,34.03394,-118.19301,2039,14
22042-90000-02707,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Issued,INTERNET,766254,34.0347,-118.20266,2041.2,14
20041-90000-10526,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,750184,34.02969,-118.19436,2039,14
20041-90000-10525,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,750184,34.02969,-118.19436,2039,14
19016-10000-36230,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,1032152,34.03353,-118.1963,2039,14
21016-10000-08166,Bldg-Alter/Repair,TR 8453,Permit Finaled,METRO,503577,34.05298,-118.19325,2032,14
20041-90000-07963,Electrical,KENYON AND SMITH TRACT,Issued,INTERNET,750184,34.03181,-118.19948,2041.2,14
20041-90000-07115,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,INTERNET,986422,34.03166,-118.19255,2039,14
20041-90000-07957,Electrical,KENYON AND SMITH TRACT,Issued,INTERNET,750184,34.03181,-118.19948,2041.2,14
19042-90000-25851,Plumbing,PLATEAU TRACT,Permit Finaled,INTERNET,984125,34.03394,-118.19301,2039,14
19016-40000-03138,Bldg-Alter/Repair,PLATEAU TRACT,Permit Finaled,SANPEDRO,984125,34.03394,-118.19301,2039,14
19041-90000-42593,Electrical,PLATEAU TRACT,Permit Finaled,INTERNET,984125,34.03394,-118.19301,2039,14
20041-90000-05901,Electrical,TR 2941,Permit Finaled,INTERNET,359060,34.05122,-118.19373,2032,14
20041-90000-23524,Electrical,TR 4812,Issued,INTERNET,365598,34.04302,-118.19271,2038,14
17041-90000-05678,Electrical,PLATEAU TRACT,Permit Finaled,INTERNET,982159,34.03295,-118.19358,2039,14
18041-10000-41653,Electrical,TR 4812,Permit Finaled,METRO,982159,34.04083,-118.19394,2038,14
20042-90000-04859,Plumbing,CARNATION TERRACE TRACT,Issued,INTERNET,784495,34.04845,-118.19379,2038,14
18041-90000-48418,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,982159,34.03199,-118.19805,2039,14
20044-90000-02478,HVAC,HYLAND HEIGHTS TRACT,Issued,INTERNET,784495,34.04556,-118.1967,2038,14
20042-90000-04858,Plumbing,LA PALOMA HEIGHTS TRACT,Issued,INTERNET,784495,34.03592,-118.19806,2041.1,14
19041-90000-44403,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,INTERNET,842824,34.03532,-118.19727,2041.1,14
20041-90000-01180,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,915397,34.04397,-118.19649,2038,14
18041-90000-42290,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,982159,34.0314,-118.19841,2039,14
20016-90000-24406,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,697197,34.03099,-118.19673,2039,14
20042-90000-21709,Plumbing,TR 8453,Issued,INTERNET,1067892,34.05376,-118.19344,2032,14
20016-10000-23492,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Issued,METRO,0,34.04815,-118.19472,2038,14
20041-90000-24003,Electrical,TR 5258,Issued,INTERNET,750184,34.05125,-118.19281,2032,14
20041-90000-20846,Electrical,KENYON AND SMITH TRACT,Permit Finaled,INTERNET,1024460,34.03371,-118.19955,2041.2,14
19041-40000-04593,Electrical,TR 4812,Permit Finaled,SANPEDRO,982159,34.04195,-118.19645,2038,14
18041-90000-42291,Electrical,TR 4812,Permit Finaled,INTERNET,982159,34.0406,-118.19343,2038,14
19041-40000-24771,Electrical,TR 2941,Permit Finaled,SANPEDRO,982159,34.04911,-118.19446,2032,14
20044-90000-04437,HVAC,TR 4812,Permit Finaled,INTERNET,795556,34.04302,-118.19271,2038,14
18044-10000-12311,HVAC,PORTION OF FREMONT HEIGHTS TRACT,Refund Completed,METRO,622969,34.03679,-118.20285,2041.1,14
20016-10000-16509,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,1010138,34.05031,-118.19592,2032,14
20041-90000-24004,Electrical,TR 5258,Issued,INTERNET,750184,34.05125,-118.19281,2032,14
20042-90000-13866,Plumbing,RAYMUND HEIGHTS TRACT,Issued,INTERNET,587709,34.04585,-118.194,2038,14
20041-90000-37535,Electrical,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF LOT 2 IN BLOCK NO. 72 HANCOCK'S SURVEY,Permit Finaled,INTERNET,1029644,34.03451,-118.2045,2041.2,14
22041-90000-02389,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,1004945,34.03712,-118.19742,2041.1,14
20010-10000-02710,Bldg-New,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,METRO,1045394,34.03199,-118.19654,2039,14
19042-10000-15313,Plumbing,GRIDER AND HAMILTON'S FLORAL PARK,Permit Finaled,METRO,998987,,,2017,14
17016-10000-08094,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,1013846,34.03199,-118.19654,2039,14
20041-90000-40626,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,INTERNET,0,34.03618,-118.20148,2041.1,14
16041-90000-02217,Electrical,TR 4812,Permit Finaled,INTERNET,888104,34.04197,-118.193,2038,14
20042-90000-12880,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,INTERNET,765155,34.03206,-118.2006,2041.2,14
16041-90000-02218,Electrical,TR 4812,Permit Finaled,INTERNET,888104,34.04197,-118.193,2038,14
20046-10000-00617,Elevator,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,179166,,,2017,14
20042-10000-13204,Plumbing,KENYON AND SMITH TRACT,Permit Finaled,METRO,1019179,34.03146,-118.19884,2041.2,14
18042-40000-14828,Plumbing,MOUNTAIN VIEW TRACT,Permit Finaled,SANPEDRO,765155,,,2041.2,14
20044-90000-07173,HVAC,RAYMUND HEIGHTS TRACT,Issued,INTERNET,587709,34.04585,-118.194,2038,14
21016-10000-03744,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Issued,METRO,0,,,2038,14
21041-90000-27676,Electrical,LA PALOMA HEIGHTS ADDITION,Issued,INTERNET,450509,34.0348,-118.1982,2041.1,14
20042-70000-06522,Plumbing,EAST END TERRACE,Issued,SOUTH LA,1052601,34.03531,-118.19311,2039,14
20016-10000-07631,Bldg-Alter/Repair,EAST END TERRACE,Issued,METRO,1052601,34.03527,-118.19302,2039,14
20041-70000-11630,Electrical,EAST END TERRACE,Issued,SOUTH LA,1052601,34.03527,-118.19302,2039,14
20042-90000-06692,Plumbing,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF LOT 2 IN BLOCK NO. 72 HANCOCK'S SURVEY,Issued,INTERNET,932908,34.03354,-118.20308,2041.2,14
20016-20000-15653,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Issued,VAN NUYS,1033015,34.03596,-118.20169,2041.2,14
20042-90000-14411,Plumbing,PLATEAU TRACT,Issued,INTERNET,901296,34.03301,-118.19329,2039,14
20042-90000-06585,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,1037967,34.03597,-118.20101,2041.1,14
21041-90000-17666,Electrical,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,837657,34.04573,-118.19848,2038,14
19010-10003-02757,Bldg-Alter/Repair,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,998987,,,2017,14
20016-30000-27598,Bldg-Alter/Repair,TR 8453,Permit Finaled,WEST LA,921192,34.05298,-118.19325,2032,14
20042-10002-20166,Plumbing,TR 6333,Permit Finaled,METRO,813451,34.06208,-118.18761,2014.02,14
17041-10000-41093,Electrical,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,1008727,34.0382,-118.19286,2039,14
20016-10000-11221,Bldg-Alter/Repair,TR 78,Issued,METRO,0,34.03353,-118.19553,2039,14
20041-90000-11172,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,915397,34.04397,-118.19649,2038,14
22044-90000-01360,HVAC,RAYMUND HEIGHTS TRACT,Issued,INTERNET,622969,34.04626,-118.19266,2038,14
21041-90000-62271,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,1024289,34.04519,-118.19311,2038,14
21042-90000-06705,Plumbing,PLATEAU TRACT,Issued,INTERNET,901296,34.03301,-118.19329,2039,14
20016-90000-16444,Bldg-Alter/Repair,TR 8453,Permit Finaled,INTERNET,967971,34.0538,-118.19283,2032,14
20041-90000-26483,Electrical,TR 4812,Permit Finaled,INTERNET,1037939,34.04197,-118.193,2038,14
20041-90000-26296,Electrical,TR 4812,Permit Finaled,INTERNET,1037939,34.04197,-118.193,2038,14
16041-90000-13364,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Refund Completed,INTERNET,998787,34.03257,-118.19432,2039,14
20041-90000-05132,Electrical,THOMPSON AND SCHOCK TRACT,Permit Finaled,INTERNET,619149,34.03532,-118.20453,2043,14
21041-90000-62270,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,1024289,34.04519,-118.19311,2038,14
20042-90000-14719,Plumbing,TR 4812,Permit Finaled,INTERNET,1037939,34.04197,-118.193,2038,14
20044-90000-07542,HVAC,TR 4812,Permit Finaled,INTERNET,1037939,34.04197,-118.193,2038,14
20041-20000-05234,Electrical,THOMPSON AND SCHOCK TRACT,Permit Finaled,VAN NUYS,619149,34.03532,-118.20453,2043,14
18041-90000-48988,Electrical,THOMPSON AND SCHOCK TRACT,Permit Closed,INTERNET,750184,34.03532,-118.20453,2043,14
22044-10000-00637,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Issued,METRO,622969,34.03407,-118.2018,2041.2,14
20016-30000-05172,Bldg-Alter/Repair,PLATEAU TRACT,Issued,WEST LA,901296,34.03301,-118.19329,2039,14
19014-20000-02726,Bldg-Addition,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,CofO Issued,VAN NUYS,0,34.03274,-118.19663,2039,14
16041-10000-21818,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.03142,-118.19899,2041.2,14
20041-20000-27748,Electrical,TR 2941,Issued,VAN NUYS,897539,34.04979,-118.19367,2032,14
19014-20000-02477,Bldg-Addition,TR 8453,Issued,VAN NUYS,1014647,34.05402,-118.19317,2032,14
17041-20000-19869,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,995058,34.04473,-118.19665,2038,14
16016-10000-00766,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.03142,-118.19899,2041.2,14
19041-10000-53378,Electrical,CARNATION TERRACE TRACT,Permit Finaled,METRO,972726,34.04742,-118.19651,2038,14
20044-10000-00147,HVAC,WHEELER AND HEILS SUBDIVISION OF LOT 1 OF SUBDIVISION OF THE NORTH HALF OF LOT 7,Permit Finaled,METRO,622969,34.03995,-118.20199,2041.1,14
16041-20000-19547,Electrical,KENYON AND SMITH TRACT,Permit Finaled,VAN NUYS,790668,34.03139,-118.19901,2041.2,14
17016-90000-15367,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,1023982,34.04473,-118.19665,2038,14
18016-90000-22283,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Issued,INTERNET,1023982,34.04473,-118.19665,2038,14
17044-20000-06726,HVAC,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,995058,34.04473,-118.19665,2038,14
19041-70000-04342,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,SOUTH LA,834794,34.04304,-118.19831,2038,14
16041-20000-22864,Electrical,KENYON AND SMITH TRACT,Permit Finaled,VAN NUYS,790668,34.03142,-118.19899,2041.2,14
19043-20000-03960,Fire Sprinkler,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,812573,34.04304,-118.19831,2038,14
20041-90000-04828,Electrical,WHEELER AND HEILS SUBDIVISION OF LOT 1 OF SUBDIVISION OF THE NORTH HALF OF LOT 7 BLOCK 73 HANCOCK'S SURVEY,Permit Finaled,INTERNET,859637,34.03995,-118.20199,2041.1,14
20044-10000-00149,HVAC,WHEELER AND HEILS SUBDIVISION OF LOT 1 OF SUBDIVISION OF THE NORTH HALF OF LOT 7,Permit Finaled,METRO,622969,34.03995,-118.20199,2041.1,14
17044-20000-06728,HVAC,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,995058,34.04473,-118.19665,2038,14
18010-30001-02114,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,WEST LA,834794,34.04308,-118.19828,2038,14
20042-10000-00279,Plumbing,WHEELER AND HEILS SUBDIVISION OF LOT 1 OF SUBDIVISION OF THE NORTH HALF OF LOT 7,Permit Finaled,METRO,622969,34.03995,-118.20199,2041.1,14
20041-90000-42414,Electrical,TR 8453,Issued,INTERNET,973756,34.05402,-118.19279,2032,14
16016-70001-00766,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,SOUTH LA,0,34.03142,-118.19899,2041.2,14
17030-10000-06368,Grading,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.03142,-118.19899,2041.2,14
20041-90000-08891,Electrical,WHEELER AND HEILS SUBDIVISION OF LOT 1 OF SUBDIVISION OF THE NORTH HALF OF LOT 7 BLOCK 73 HANCOCK'S SURVEY,Permit Finaled,INTERNET,859637,34.03995,-118.20199,2041.1,14
18010-30001-02115,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,WEST LA,834794,34.04304,-118.19831,2038,14
16030-70000-08224,Grading,KENYON AND SMITH TRACT,Issued,SOUTH LA,0,34.03142,-118.19899,2041.2,14
18019-30000-01552,Bldg-Demolition,HYLAND HEIGHTS TRACT,Permit Finaled,WEST LA,834794,34.04304,-118.19831,2038,14
18010-10000-06172,Bldg-New,SUBDIVISION OF THE CHEESBROUGH TRACT,CofO Issued,METRO,973501,34.0389,-118.19373,2039,14
17016-10000-27288,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.03142,-118.19899,2041.2,14
21141-90000-25130,Electrical,TR 8453,Permit Finaled,INTERNET,952305,34.054,-118.19271,2032,14
20016-90000-13440,Bldg-Alter/Repair,TR 2941,Permit Finaled,INTERNET,965676,34.0502,-118.19565,2032,14
18016-10000-27132,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,0,34.03261,-118.1966,2039,14
19043-20000-03957,Fire Sprinkler,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,812573,34.04308,-118.19828,2038,14
16020-70000-03327,Nonbldg-New,KENYON AND SMITH TRACT,Permit Finaled,SOUTH LA,0,34.03142,-118.19899,2041.2,14
20041-90000-07087,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,807933,34.03287,-118.20068,2041.2,14
18042-20000-05998,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,VAN NUYS,900919,34.03261,-118.1966,2039,14
17041-20000-19874,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,995058,34.04473,-118.19665,2038,14
20044-90000-02030,HVAC,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,807933,34.03287,-118.20068,2041.2,14
20042-10000-01002,Plumbing,WHEELER AND HEILS SUBDIVISION OF LOT 1 OF SUBDIVISION OF THE NORTH HALF OF LOT 7,Permit Finaled,METRO,622969,34.03995,-118.20199,2041.1,14
19014-20001-02477,Bldg-Alter/Repair,TR 8453,Issued,VAN NUYS,1014647,34.05402,-118.19317,2032,14
19014-10001-04052,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,METRO,0,34.03149,-118.19397,2039,14
21016-10000-11084,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Issued,METRO,990423,34.03589,-118.20155,2041.2,14
21041-20000-24960,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,VAN NUYS,1017702,,,2041.1,14
19041-90000-10271,Electrical,TR 2941,Issued,INTERNET,0,34.05119,-118.19544,2032,14
20044-10000-10497,HVAC,TR 2416,Permit Finaled,METRO,622969,34.03471,-118.19888,2041.2,14
18019-10000-04172,Bldg-Demolition,TR 2941,Permit Finaled,METRO,0,34.05119,-118.19544,2032,14
17014-10000-05422,Bldg-Addition,PLATEAU TRACT,CofO in Progress,METRO,0,34.03249,-118.19313,2039,14
19016-10000-04397,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,CofO Issued,METRO,0,34.03271,-118.1976,2039,14
19016-10000-21983,Bldg-Alter/Repair,TR 6333,Permit Finaled,METRO,947467,34.06208,-118.18761,2014.02,14
18010-10000-06171,Bldg-New,SUBDIVISION OF THE CHEESBROUGH TRACT,CofO Issued,METRO,973501,,,2039,14
21044-90000-05948,HVAC,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,1004945,34.03712,-118.19742,2041.1,14
20041-10000-26933,Electrical,TR 4812,Permit Finaled,METRO,750184,34.04247,-118.19397,2038,14
20014-10000-00741,Bldg-Addition,TR 1735,Issued,METRO,543710,34.03784,-118.20064,2041.1,14
20041-10000-14399,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,1005730,34.036,-118.20178,2041.2,14
20044-30000-08006,HVAC,HYLAND HEIGHTS TRACT,Issued,WEST LA,587709,34.04386,-118.19684,2038,14
